date,title,label,object,domain,pmi,score_RISK,week
2025-04-29,Pengusaha Ragu Investasi Hilirisasi Imbas Tarif Royalti Minerba Naik,POLICY,Nickel & EV,Industrial & Investment,4.91,0.0,2025-04-28
2026-01-21,Danantara  Paparkan 3 Proyek Unggulan di WEF Davos 2026,POLICY,Coal & Energy,Mining & Upstream,4.4,0.0,2026-01-19
2025-07-08,"Indo Tambangraya (ITMG) Serok 9,62% Saham Emiten Tambang Nikel Adhi Kartiko (NICE)",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-07-07
2025-11-30,BRI Bangun Rantai Pasok Pengembangan Industri Kakao Sulawesi,DISCOURSE,General,Trade & Export,3.24,0.0,2025-11-24
2024-12-11,"Ternyata, Apple Baru Realisasi Investasi US$1 Miliar pada 2026",DISCOURSE,General,Industrial & Investment,3.2,0.0,2024-12-09
2025-12-17,Kadin: Formula Baru UMP 2026 Berisiko Tekan Industri Padat Karya,DISCOURSE,General,General,3.0,0.0,2025-12-15
2024-09-12,"Lepas Bisnis Batu Bara Termal, Simak Kisi-kisi Saham Adaro Energy (ADRO)",DISCOURSE,Coal & Energy,Industrial & Investment,3.76,0.0,2024-09-09
2025-06-11,Menimbang Kontribusi Tambang Gag Nikel di Raja Ampat terhadap Cuan Antam (ANTM),EXECUTION,Nickel & EV,Industrial & Investment,5.0,0.0,2025-06-09
2025-01-07,"Resmi Bentuk Badan Usaha Kelola Tambang, PBNU Bakal Hilirisasi Batu Bara?",DISCOURSE,Coal & Energy,Mining & Upstream,3.2,0.0,2025-01-06
2024-07-28,"Muhammadiyah Nyatakan Siap Kelola Izin Tambang RI, Ini Alasannya",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2024-07-22
2025-12-19,Bahlil Beri Sinyal Pangkas Target Produksi Batu Bara hingga Nikel 2026,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2025-12-15
2024-12-05,Ekonom: Pembentukan Satgas jadi Sinyal Hilirisasi Belum Optimal,DISCOURSE,Nickel & EV,Industrial & Investment,1.25,-2.0,2024-12-02
2025-12-02,"BI Sebut Ekonomi Jawa Timur Bisa Tumbuh 5,6% pada 2026",DISCOURSE,General,Industrial & Investment,3.47,0.0,2025-12-01
2025-05-26,Freeport Bidik Sejumlah Industri Ini Serap Katoda Tembaga dari Smelter Barunya,IMPACT,Other Minerals,Industrial & Investment,4.99,0.0,2025-05-26
2025-05-07,Pengusaha Lakukan Efisiensi Imbas Harga Nikel Anjlok,POLICY,Nickel & EV,Mining & Upstream,4.8,0.0,2025-05-05
2025-12-05,Jelajah Ekonomi Sulsel 2025: Akselerasi Pengembangan Konsep Ekonomi Hijau dan Biru,DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-12-01
2025-12-01,"Jelang Nataru, KAI Daop 4 Angkut 770 Ton Barang Setiap Hari",EXECUTION,Coal & Energy,General,4.88,0.0,2025-12-01
2025-05-16,"Apexindo (APEX) Raih Kontrak Rp413,37 Miliar dari Pertamina Hulu Mahakam",DISCOURSE,Coal & Energy,General,3.0,0.0,2025-05-12
2025-11-20,"Smelter Nikel Makin Banyak, Pasokan Bijih Kian Ketat",DISCOURSE,Nickel & EV,Industrial & Investment,1.54,-1.5,2025-11-17
2024-10-23,Kiat-Kiat Prajogo Pangestu (PTRO) Perpanjang Waktu Kontrak Pertambangan,DISCOURSE,General,Industrial & Investment,3.0,0.0,2024-10-21
2025-12-23,"Tarif Trump 19%, Pembeli AS Minta Eksportir Tekstil Berbagi Beban",IMPACT,General,Trade & Export,4.11,0.0,2025-12-22
2025-12-10,Dunia Usaha Waspadai Risiko Kesepakatan Tarif Dagang RI-AS Batal,DISCOURSE,General,Trade & Export,3.43,0.0,2025-12-08
2026-01-15,"Angka PHK Melonjak pada 2025, Apindo Buka Suara",DISCOURSE,General,Trade & Export,3.72,0.0,2026-01-12
2026-01-19,POLY Harap Stimulus Tekstil Rp101 Triliun Buka Jalan Restrukturisasi Utang,IMPACT,General,Industrial & Investment,4.86,0.0,2026-01-19
2025-01-11,PM Ishiba Siap Kerja Sama dengan Prabowo: Hilirisasi hingga Makan Bergizi Gratis,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-01-06
2026-01-23,Bos Trisula Textile (BELL) Bicara Dampak Stimulus Pemerintah Rp101 Triliun ke Industri Tekstil,DISCOURSE,General,Trade & Export,3.39,0.0,2026-01-19
2024-06-05,KPK Temukan Indikasi Dugaan Obral Izin Tambang Pada Kasus Maluku Utara,POLICY,General,Mining & Upstream,1.0,-10.0,2024-06-03
2025-06-10,"Polemik Penambangan Raja Ampat Bayangi Gerak Saham Emiten Nikel ANTM, INCO Cs",DISCOURSE,Nickel & EV,Sustainability & ESG,3.72,0.0,2025-06-09
2025-12-23,Sederet Produk Asuransi Umum yang Diperkirakan Tumbuh Moncer pada 2026,DISCOURSE,General,Trade & Export,3.0,0.0,2025-12-22
2025-12-04,"Industri Batu Bara Terjepit, Pengusaha Ramal Prospek 2026 Masih Suram",DISCOURSE,Coal & Energy,Trade & Export,3.43,0.0,2025-12-01
2025-03-06,"Asa Kopi Sumbar, Kualitas Bagus dan Menanti Adanya Hilirisasi",DISCOURSE,General,Industrial & Investment,3.39,0.0,2025-03-03
2026-01-26,"Anak Usaha CBDK Terbitkan Saham Baru, Modal Dasar IPN Naik jadi Rp8 Triliun",DISCOURSE,General,Industrial & Investment,3.0,0.0,2026-01-26
2026-01-02,"Penjualan Mobil Sulit Tembus 800.000 di 2025, Industri Menanti Insentif",DISCOURSE,Nickel & EV,Industrial & Investment,3.83,0.0,2025-12-29
2025-07-06,Produksi Nikel Hijau Pertama Indonesia Diekspor ke Pasar Asia,IMPACT,Nickel & EV,Industrial & Investment,5.0,0.0,2025-06-30
2025-12-04,Kalbe Farma (KLBF) Kucurkan Dana Hibah Penelitian ke Pemenang Science Awards 2025,DISCOURSE,General,Industrial & Investment,3.72,0.0,2025-12-01
2026-01-10,"Meski Banyak Pinjol Hengkang, AFPI tetap Optimistis pada Industri Pindar",DISCOURSE,General,Mining & Upstream,3.0,0.0,2026-01-05
2025-08-27,Geliat United Tractors (UNTR) Pacu Diversifikasi ke Bisnis Emas hingga Nikel,DISCOURSE,Other Minerals,Industrial & Investment,3.24,0.0,2025-08-25
2026-01-05,Ekspor Industri Pengolahan RI Naik 14% Januari-November 2025,DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2026-01-05
2025-06-10,Bahlil Bantah Jokowi Terlibat di Tambang Nikel Raja Ampat,EXECUTION,Nickel & EV,Mining & Upstream,4.88,0.0,2025-06-09
2026-01-24,"Nike, Adidas, hingga Converse Disebut Akan Bangun Pabrik Rp1 T di Boyolali",DISCOURSE,General,Industrial & Investment,3.2,0.0,2026-01-19
2025-08-20,Mentan Amran Klaim Dunia Bisa Geger Jika RI Setop Ekspor CPO,DISCOURSE,General,Trade & Export,3.0,0.0,2025-08-18
2025-06-16,Terungkap Alasan Wamen Investasi Todotua Jadi Wakil Komisaris Pertamina,POLICY,Coal & Energy,Industrial & Investment,4.7,0.0,2025-06-16
2026-01-02,"Dukung Industri Daur Ulang, China Turunkan Tarif Impor Baterai Bekas",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-12-29
2025-06-04,Tsingshan Buka Suara Soal Pemangkasan Produksi Baja Nirkarat di Morowali,DISCOURSE,Nickel & EV,Trade & Export,3.24,0.0,2025-06-02
2025-07-11,"Impor Nikel dari Filipina Diproyeksi Melonjak 5-10 Juta Ton, Mengalir ke Mana?",DISCOURSE,Nickel & EV,Trade & Export,4.07,0.0,2025-07-07
2025-12-01,Developer Pede Sektor Properti 2026 Lebih Bergeliat dari Tahun Ini,DISCOURSE,General,Industrial & Investment,1.09,-3.0,2025-12-01
2025-11-26,Zulhas Sebut Berkebun Kelapa Kini Lebih Untung Ketimbang Sawit,IMPACT,Other Minerals,Industrial & Investment,4.11,0.0,2025-11-24
2025-07-10,"China Perpanjang BMAD Baja RI 20%, Produksi Smelter Nikel Terancam",EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2025-07-07
2025-12-18,Moratelindo (MORA) & MyRepublic Sinar Mas Bakal Segera Merger,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-15
2024-07-29,Alasan Muhammadiyah Terima Kelola Tambang: Kekayaan Alam adalah Anugerah Allah,DISCOURSE,General,Mining & Upstream,3.0,0.0,2024-07-29
2024-11-25,"Rosan Roeslani Beberkan Alasan Peluncuran Danantara Molor, Ada Kendala?",DISCOURSE,Coal & Energy,Industrial & Investment,3.2,0.0,2024-11-25
2026-01-05,SUN Energy Perluas Penetrasi Bisnis EBT di Indonesia,DISCOURSE,Nickel & EV,Sustainability & ESG,3.0,0.0,2026-01-05
2025-01-26,"Bahlil Ajak Pemerintah India Garap Hilirisasi Mineral, Perkuat Rantai Pasok",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-01-20
2025-11-18,"Prabowo dan Dasco Bertemu, Ini Topik Pembicaraannya di Istana",DISCOURSE,General,Industrial & Investment,3.39,0.0,2025-11-17
2025-01-14,"Modal Ventura Bisa Rambah Pembiayaan Hilirisasi, Ini Peluang dan Tantangannya",POLICY,Nickel & EV,Industrial & Investment,4.27,0.0,2025-01-13
2025-04-22,"MIND ID Ajukan Proyek Hilirisasi Senilai Rp240,93 Triliun ke Danantara",DISCOURSE,Other Minerals,Industrial & Investment,3.43,0.0,2025-04-21
2025-04-22,Sumbawa Ditargetkan Jadi Sentra Hilirisasi Pangan,IMPACT,General,Industrial & Investment,4.26,0.0,2025-04-21
2025-06-18,"Menangi Gugatan, Dua Perusahaan Tambang Nikel Bayar Ganti Rugi Kerusakan Lingkungan Rp47,9 Miliar",EXECUTION,Nickel & EV,Sustainability & ESG,1.0,-20.0,2025-06-16
2025-04-25,"Elnusa Petrofin Dukung Ketahanan Energi, Optimalisasi Hilirisasi Migas",DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2025-04-21
2024-11-15,"KKP Hentikan Operasional 2 Perusahaan Tambang, Imbas Pemanfaatan Ruang Laut Ilegal",POLICY,Nickel & EV,Mining & Upstream,1.3,-2.5,2024-11-11
2025-11-04,"Smelter Nikel RKEF Kembang Kempis Imbas Harga Lesu, Cuan Makin Tiris",EXECUTION,Nickel & EV,Industrial & Investment,4.88,0.0,2025-11-03
2025-02-15,"Prabowo Tawarkan Proyek Hilirisasi Rp2.015 Triliun, Investor Minat?",DISCOURSE,Other Minerals,Industrial & Investment,3.24,0.0,2025-02-10
2025-12-05,Robertet Resmikan Pabrik Baru di Karawang untuk Memperkuat Industri Flavor dan Fragrance Indonesia,DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-01
2025-06-07,"Bahlil Cek Tambang Nikel di Raja Ampat, ESDM Klaim Tak Ada Masalah Besar",EXECUTION,Nickel & EV,Mining & Upstream,5.0,0.0,2025-06-02
2025-07-08,Indo Tambangraya (ITMG) Rogoh Kocek Rp256 Miliar Tebus Saham NICE,DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2025-07-07
2025-05-06,Harga Impor LPG Masih Lebih Murah Jadi Alasan Proyek DME Mandek,DISCOURSE,Coal & Energy,Mining & Upstream,3.0,0.0,2025-05-05
2025-06-08,"Awasi Tambang Nikel di Raja Ampat, Kemenhut Siapkan Langkah Hukum dan Gugatan",DISCOURSE,Nickel & EV,Sustainability & ESG,1.0,-5.0,2025-06-02
2025-07-05,"Adik Luhut Jalani Fit and Proper Test Dubes RI di Jepang, Soroti Kerja Sama Hilirisasi",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2025-06-30
2025-05-22,CEO Danantara dan Bos Freeport Bertemu Bahas Proyek Hilirisasi,IMPACT,Other Minerals,Industrial & Investment,4.91,0.0,2025-05-19
2025-08-06,"Pilah-pilih Saham Lapis Dua Mercy Harga Bajaj, ANTM, PGEO & SSIA Masuk Radar Cuan",DISCOURSE,Coal & Energy,Industrial & Investment,3.24,0.0,2025-08-04
2025-05-15,Pemkab Buleleng Dorong Pengusaha Tambang Galian C Selesaikan Izin,EXECUTION,Other Minerals,Sustainability & ESG,4.94,0.0,2025-05-12
2025-08-13,"PREMIUM WRAP-UP: Dari SIDO Pulih, Tuah Bisnis Nikel (HRUM), hingga Proyeksi Laba Bank Jumbo",DISCOURSE,Nickel & EV,General,3.89,0.0,2025-08-11
2024-06-10,"Kantongi IUPK, Vale (INCO) Siap Jadi Pemain Baterai Dunia",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2024-06-10
2025-12-01,Tiga Sektor Ini jadi Penopang Utama Kredit Korporasi Bank Mandiri (BMRI),DISCOURSE,General,Industrial & Investment,3.0,0.0,2025-12-01
2026-01-07,"Wacana Bea Keluar Batu Bara, Pengamat: Biaya Produksi Perlu Diperhitungkan",POLICY,General,Trade & Export,4.56,0.0,2026-01-05
2024-09-30,"Sukses Praktikkan Kaidah Pertambangan yang Baik, Grup ABM Dianugerahi Aditama",DISCOURSE,Other Minerals,Sustainability & ESG,3.0,0.0,2024-09-30
2025-05-14,MIND ID Dorong Hilirisasi Timah jadi Penopang Ekonomi RI,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-05-12
2025-11-27,Kanada Naikkan Tarif Produk Baja Asal AS demi Lindungi Industri Domestik,DISCOURSE,General,Trade & Export,3.43,0.0,2025-11-24
2025-12-01,"Adopsi EV Pesat, Pemerintah Geber Pengembangan Industri Semikonduktor",DISCOURSE,Nickel & EV,Industrial & Investment,3.2,0.0,2025-12-01
2024-12-04,"Prabowo Segera Bentuk Satgas Hilirisasi, Bahlil Jadi Ketua",DISCOURSE,Other Minerals,Industrial & Investment,3.39,0.0,2024-12-02
2026-01-06,"Harga Nikel Tembus US$17.000, Saham DKFT, MBMA, NCKL Cs Kompak Menguat",DISCOURSE,Nickel & EV,Mining & Upstream,3.2,0.0,2026-01-05
2025-02-13,"HUT ke-57 Fraksi Golkar DPR, Sarmuji Sebut Hilirisasi Kunci Indonesia Emas 2045",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-02-10
2025-11-18,Bahlil Sebut Bloomberg Jajaki Peluang Kerja Sama Ekonomi dan Hilirisasi,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-11-17
2025-05-01,"Akselerasi Hilirisasi Bauksit, Pemerintah Pacu Industri Alumina",EXECUTION,Other Minerals,Industrial & Investment,4.92,0.0,2025-04-28
2025-05-06,ESDM Tuding Harga Nikel Jeblok Imbas Pelemahan Industri China,DISCOURSE,Nickel & EV,Mining & Upstream,3.2,0.0,2025-05-05
2025-11-27,"Pengusaha Minta Insentif Ekspor Kelapa, Bukan Pembatasan",DISCOURSE,General,Trade & Export,3.0,0.0,2025-11-24
2025-12-31,"Kepri Jadi Lokomotif Ekonomi Sumatra, Tumbuh 7,48% hingga Kuartal III/2025",EXECUTION,Coal & Energy,Industrial & Investment,4.88,0.0,2025-12-29
2025-05-05,Manufaktur dan Pertanian Masih jadi Penopang Pertumbuhan Ekonomi Kuartal I/2025,DISCOURSE,Other Minerals,Trade & Export,3.2,0.0,2025-05-05
2024-10-13,Bahlil Pastikan PP Persis Dapat Jatah Tambang: Lagi Proses,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-10-07
2025-05-27,"RI Masif Bangun PLTS, Hilirisasi Pasir Kuarsa Diharapkan Bakal Terpacu",DISCOURSE,Other Minerals,Mining & Upstream,3.58,0.0,2025-05-26
2025-08-26,"Eramet Bantah Akuisisi Smelter Huayou, Tapi Peluang Tetap Terbuka",DISCOURSE,Nickel & EV,Industrial & Investment,3.67,0.0,2025-08-25
2026-01-13,Prabowo Bakal Guyur Rp101 Triliun untuk Selamatkan Industri Tekstil,DISCOURSE,General,Trade & Export,3.2,0.0,2026-01-12
2026-01-23,Core: Struktur Upah Dorong Pergeseran Basis Industri Padat Karya,EXECUTION,Coal & Energy,Industrial & Investment,5.0,0.0,2026-01-19
2025-03-05,"DME Batu Bara Jadi Proyek Terbesar RI, Investasi Tembus Rp180,36 Triliun",DISCOURSE,Other Minerals,Industrial & Investment,3.2,0.0,2025-03-03
2025-06-03,"Ekspor Sulsel Turun 4,84% pada April 2025, Nikel Biang Keroknya",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-06-02
2025-07-22,"Danantara Kaji 18 Proyek Hilirisasi Rp618,13 Triliun, Pengamat Ingatkan Hal Ini",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2025-07-21
2024-12-20,"Kepemimpinan Berdampak, Dirut MIND ID Kembali Dapat Penghargaan",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-12-16
2025-09-09,"Kadin Bakal Perkuat Bisnis dengan Chile, Ini Potensinya",DISCOURSE,Other Minerals,Industrial & Investment,3.24,0.0,2025-09-08
2025-02-25,ESDM Ungkap Potensi 35 Proyek Hilirisasi Didanai Danantara,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-02-24
2024-10-28,"BPK Temukan 4 Pertambangan Nikel Tanpa Izin, ESDM Janji Tindak Tegas",DISCOURSE,Nickel & EV,Mining & Upstream,1.0,-7.5,2024-10-28
2025-12-19,Kaleidoskop 2025: Manufaktur Didera Gangguan Premanisme hingga Pasokan Gas,EXECUTION,Nickel & EV,Industrial & Investment,4.91,0.0,2025-12-15
2024-11-16,Ini Alasan Indosat (ISAT) Mau Bangun AI Center di Jayapura,DISCOURSE,General,General,3.2,0.0,2024-11-11
2026-01-14,Prospek Industri Pinjol P2P di Tengah Maraknya Gagal Bayar dan Penyusutan Pemain,POLICY,General,Mining & Upstream,4.8,0.0,2026-01-12
2026-01-23,"Truk Impor China Ancam Industri Lokal, Isuzu Bilang Begini",DISCOURSE,General,Trade & Export,3.72,0.0,2026-01-19
2025-06-15,Kemenhut Awasi Ketat Pemegang Izin Penggunaan Kawasan Hutan,DISCOURSE,Nickel & EV,Mining & Upstream,1.09,-2.5,2025-06-09
2024-12-12,"BKPM Fasilitasi Kemitraan Usaha Besar dan UMKM Rp15,9 Triliun selama 2022-2024",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2024-12-09
2025-04-30,"Kuartal I/2025, Vale (INCO) Kantongi Lonjakan Laba Saat Harga Nikel Melandai",DISCOURSE,Nickel & EV,Mining & Upstream,3.2,0.0,2025-04-28
2025-08-10,Analis: Rebalancing Indeks MSCI Cerminkan Rotasi di Sektor Energi dan Pertambangan,DISCOURSE,General,Mining & Upstream,3.0,0.0,2025-08-04
2026-01-14,ESDM Patok Kuota Produksi Nikel Sekitar 260 Juta Ton pada 2026,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2026-01-12
2025-11-28,Inovasi dari Sektor Industri Dukung Pencapaian Second NDC Indonesia,EXECUTION,General,Sustainability & ESG,5.0,0.0,2025-11-24
2025-12-22,Pengusaha Tekstil Kalang Kabut Formulasi Upah 2026 Diubah: Pabrik Bisa Bangkrut,POLICY,General,Industrial & Investment,2.99,-1.5,2025-12-22
2025-08-25,"Hubungan Bilateral RI-China Masuk Umur 75 Tahun, Kerja Sama Saling Menguntungkan",EXECUTION,Nickel & EV,Industrial & Investment,4.81,0.0,2025-08-25
2025-04-14,Wamen Investasi Pede Relaksasi TKDN Tak Bikin Investor di RI Kabur,POLICY,General,Industrial & Investment,4.56,0.0,2025-04-14
2026-01-21,Obligasi untuk Biayai Dekarbonisasi Industri Diramal Menggeliat pada 2026,DISCOURSE,Coal & Energy,Sustainability & ESG,3.24,0.0,2026-01-19
2024-07-10,Komitmen Amman Mineral Kembangkan Potensi Ekonomi Daerah,EXECUTION,Other Minerals,Industrial & Investment,4.9,0.0,2024-07-08
2025-10-25,Trump Cabut Kebijakan Batas Emisi Smelter Tembaga Era Joe Biden,POLICY,Other Minerals,Industrial & Investment,4.52,0.0,2025-10-20
2025-12-01,Jababeka (KIJA) Ramal Investor China dan Asia Timur Masih Mendominasi pada 2026,DISCOURSE,General,Industrial & Investment,3.24,0.0,2025-12-01
2025-04-17,MIND ID & Arab Saudi Jajaki Peluang Kerja Sama Hilirisasi,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-04-14
2025-12-29,"Radiant Ruby Tuntaskan Akuisisi 51% Saham AMMS, Intip Tujuannya",EXECUTION,General,Industrial & Investment,4.94,0.0,2025-12-29
2025-12-08,BI Sebut Ekonomi Kaltim Akan terus Tumbuh Masif pada 2027,IMPACT,General,Industrial & Investment,4.99,0.0,2025-12-08
2025-02-14,RI Tawarkan 35 Proyek Hilirisasi ke Investor Senilai Rp2.015 Triliun,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-02-10
2026-01-24,Fuso: Truk Ilegal China dan Harga CPO jadi Pukulan Telak Pasar Kendaraan Niaga,EXECUTION,General,Trade & Export,4.97,0.0,2026-01-19
2024-09-25,Entitas Usaha DOID Raih Perpanjangan Kontrak Rp2 Triliun di Australia,DISCOURSE,Coal & Energy,Industrial & Investment,3.2,0.0,2024-09-23
2025-12-19,"Industri Garmen Pemalang Kembali Beroperasi, Pulihkan Lapangan Kerja",IMPACT,General,Industrial & Investment,4.99,0.0,2025-12-15
2025-11-05,"Sektor Tambang Kuartal III/2025 Terpuruk, Batu Bara Kontraksi Paling Dalam",DISCOURSE,General,General,3.0,0.0,2025-11-03
2025-11-06,"Panggil Airlangga hingga Purbaya, Prabowo Instruksikan Percepat Hilirisasi",DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-11-03
2025-06-11,Bareskrim Ikut Selidiki Polemik Tambang Nikel di Raja Ampat,EXECUTION,Nickel & EV,Mining & Upstream,4.93,-2.0,2025-06-09
2025-12-05,"Indef: 76% Impor Bahan Baku Sulit Diganti, RI Perlu Reformasi Industri Hulu",DISCOURSE,Nickel & EV,Trade & Export,3.0,0.0,2025-12-01
2025-02-28,"Penjualan Bijih Nikel United Tractors (UNTR) 2024 Capai 1,97 Juta wmt",DISCOURSE,Nickel & EV,General,3.0,0.0,2025-02-24
2025-11-11,"Potensi Laut Melimpah, tapi Mengapa Hilirisasi Perikanan Kepri Masih Rendah?",DISCOURSE,Coal & Energy,Industrial & Investment,3.72,0.0,2025-11-10
2026-01-23,"Alasan Indonesia Masih Impor Daging Sapi, Ini Perbandingan Kualitasnya",DISCOURSE,General,Trade & Export,3.0,0.0,2026-01-19
2025-12-17,Formula UMP 2026 Memberatkan Dunia Usaha? Ini Kata Menaker,DISCOURSE,General,General,3.0,0.0,2025-12-15
2026-01-10,"Glencore Divestasi Saham Harita Nickel (NCKL) Senilai Rp276,9 Miliar",IMPACT,Nickel & EV,Industrial & Investment,4.24,0.0,2026-01-05
2025-12-31,Pengamat: Potensi Besar Perikanan RI Dinikmati Negara Lain,DISCOURSE,General,Trade & Export,4.23,0.0,2025-12-29
2026-01-07,Industri Hotel Babak Belur: Gulung Tikar hingga PHK Massal,DISCOURSE,General,General,3.16,0.0,2026-01-05
2024-06-10,Vale (INCO) Pastikan Tak Ada Penciutan Lahan dalam Kontrak Tambang Baru,DISCOURSE,Nickel & EV,Mining & Upstream,3.0,0.0,2024-06-10
2025-10-20,PTBA Siapkan 120 Juta Ton Batu Bara untuk Proyek Hilirisasi DME,EXECUTION,Coal & Energy,Industrial & Investment,4.88,0.0,2025-10-20
2025-12-23,Kementerian ESDM Tegaskan Tidak Ada Aktivitas Pertambangan di Gunung Slamet,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2025-12-22
2025-06-06,Backbone Transmisi untuk Industri Smelter Nikel di Kaltim Resmi Beroperasi,DISCOURSE,Coal & Energy,Industrial & Investment,3.0,0.0,2025-06-02
2025-11-04,Adira Finance (ADMF) Catat Pembiayaan Alat Berat Rp374 Miliar meski Ekspor Batu Bara Turun,DISCOURSE,Other Minerals,Trade & Export,3.0,0.0,2025-11-03
2025-12-13,Hilirisasi Jadi Strategi Mengejar Target Pertumbuhan Ekonomi 8%,DISCOURSE,Other Minerals,Industrial & Investment,3.0,0.0,2025-12-08
2025-01-31,"Realisasi Investasi 2024 Rp1.714,2 Triliun Lampaui Target, Seperempatnya dari Hilirisasi",DISCOURSE,Other Minerals,Industrial & Investment,3.43,0.0,2025-01-27
2025-05-11,"Filipina Berencana Larang Ekspor Nikel Mulai Juni, Apa Dampak Bagi RI?",DISCOURSE,Nickel & EV,Trade & Export,3.2,0.0,2025-05-05
2024-12-30,Penelitian Universitas Brawijaya: Program Kemitraan Positif Dukung Hilirisasi,EXECUTION,Other Minerals,Industrial & Investment,4.88,0.0,2024-12-30
2025-07-04,"Pengusaha Tambang Tolak Wacana Penerbitan RKAB Setahun Sekali, Hambat Investasi",IMPACT,Nickel & EV,Mining & Upstream,4.76,0.0,2025-06-30
2025-12-02,"Menteri Rosan Targetkan Pabrik Hilirisasi Kelapa Rp1,66 triliun Rampung 2026",IMPACT,General,Industrial & Investment,4.59,0.0,2025-12-01
2024-10-10,Bahlil Minta Pengusaha Tak Zalimi Masyarakat di Sekitar Tambang,DISCOURSE,Other Minerals,Mining & Upstream,3.0,0.0,2024-10-07
2025-03-19,PLN Pastikan SUTT 150 kV Kolonodale - Tentena di Sulteng Beroperasi Akhir Maret 2025,EXECUTION,Coal & Energy,Industrial & Investment,5.0,0.0,2025-03-17
2024-06-13,"Kontrak Vale (INCO) Diperpanjang hingga 2035, Proyek Nikel Rp138 Triliun Dikebut",EXECUTION,Other Minerals,Mining & Upstream,4.88,0.0,2024-06-10
2024-07-29,"Vale Indonesia (INCO) Cetak Laba Bersih Rp611,26 Miliar Semester I/2024",DISCOURSE,Nickel & EV,Industrial & Investment,3.0,0.0,2024-07-29
2025-11-22,Pabrik Sawit Raksasa RI-Korsel AGPA Refinery Complex Beroperasi di Balikpapan,EXECUTION,General,Sustainability & ESG,4.99,0.0,2025-11-17
2025-03-26,"KITB Bertransformasi Jadi KEK Industropolis Batang, Dukung Industrialisasi dan Hilirisasi",IMPACT,General,Industrial & Investment,5.0,0.0,2025-03-24
